#,Company Name,Company Website,Sector Classification,Brief Company Description,HQ Location,Where will roles be located? (post COVID-19),Stage - Series,Current Team Size,Link to Job Postings,Apprx. Total Roles Open,Open to Part-time or Internships?,Engineering,Design,Operations,Sales and Marketing,"Other (PM, Data Science, Legal, etc)",Software Engineer,Frontend Engineer,Backend Engineer,Full Stack Engineer,Mobile Developer,QA Engineer,DevOps,Software Architect,Hardware Engineer,Mechanical Engineer,Systems Engineer,UI/UX Designer,User Researcher,Visual Designer,Creative Director,Finance/ Accounting,Human Resources,Office Manager,Talent/Recruiting,Customer Service,Operations Manager,Executive Assistant,Business Development Representative,Sales Development Representative,Account Executive,Business Development Manager,Account Manager,Sales Manager,Marketer,Marketing Manager,Growth,Customer Success,Business Analyst,Data Scientist,Product Manager,Project Manager,Attorney
271,TrueNorth,www.truenorthfleet.com,Enterprise Technology,We give truckers a single place to manage their business!,US/California,"Remote (post COVID-19), At HQ (as listed above)",Seed,1-10 FTE,https://angel.co/company/truenorth/jobs,1-5,,X,,,X,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,
272,SmartNews,https://www.smartnews.com/en/,Consumer Technology,SmartNews has quickly become the go-to source of news for millions of users around the world. Our mission is to deliver the world’s quality information to the people who need it.,Japan,"San Francisco, Palo Alto, Shanghai, Beijing",Series E+,101-500 FTE,https://apply.workable.com/smartnews/,20+,,X,X,X,,X,X,,X,,X,,,,,,,X,,,,X,,,X,,,,,,,,,,,,,,X,X,X,,
273,CB Insights,www.cbinsights.com,Enterprise Technology,,US/New York,At HQ (as listed above),Series A,,www.cbinsights.com/jobs,6-10,,X,X,,X,X,X,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,X,,X,X,,
274,Swogo,swogo.com,Enterprise Technology,SaaS - Swogo helps e-commerce retailers to increasing their profitability online using automated bundles.,Portugal,At HQ (as listed above),Series A,11-50 FTE,https://swogo.bamboohr.com/jobs/,11-20,,X,X,,X,,X,X,X,X,,,,,,,,X,,,,,,,,,,,X,X,X,X,,X,,,,X,,,,,
275,YData,https://ydata.ai/,Enterprise Technology,Unlock your data with privacy by design,Spain,Remote (post COVID-19),Pre-Seed,1-10 FTE,https://angel.co/company/ydata/jobs,1-5,,X,,,X,X,X,,X,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,
276,Orchard,www.orchard.com,Consumer Technology,"We're reinventing the way people buy and sell their homes by creating the first one-stop-shop in real estate. From discovering the perfect home to closing without piles of paperwork, our team is passionate about delivering the best experience to our customers, making the largest financial transaction of their lives simple and stress-free.",US/New York,"At HQ (as listed above), Austin, Dallas",Series B,101-500 FTE,https://orchard.com/careers,11-20,,X,X,,X,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
277,HelpAround,www.helparound.co,Healthcare,"HelpAround is a mobile platform that helps specialty pharma brands help their patient access, activate and adhere to their medications/treatment plans with an AI-driven mobile concierge.",Fully Remote (not only during COVID-19),"Remote (post COVID-19), Remote in U.S. or Tel Aviv, Israel",Series A,1-10 FTE,www.helparound.co,1-5,,,,X,X,,,,,,,,,,,,,,,,,,,,,X,,,,,X,X,X,X,,,,,,,,,
278,LogDNA,www.logdna.com,Enterprise Technology,"LogDNA is a Log Aggregation and Management Platform - For centralized logging search, management and analysis.",US/California,"Remote (post COVID-19), At HQ (as listed above), SF, Mountain View, Toronto and Remote",Series B,51-100 FTE,https://logdna.com/culture-and-career/,11-20,,X,,,X,,X,X,X,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,
279,Zendesk,www.zendesk.com,Enterprise Technology,"Zendesk is a service-first CRM company that builds support, sales, and customer engagement software designed to foster better customer relationships. From large enterprises to start-ups, we believe that powerful, innovative customer experience should be within reach for every company, no matter the size, industry or ambition. Zendesk serves more than 150,000 customers across hundreds of industries in over 30 languages. Zendesk is headquartered in San Francisco, and operates offices worldwide. Learn more at www.zendesk.com.",US/California,At HQ (as listed above),Series E+,501+ FTE,www.jobs.zendesk.com,20+,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,HomeX,Http://HomeX.com,Consumer Technology,Reinventing the trillion dollar home services space via an intermediated marketplace,US/Illinois,"At HQ (as listed above), Chicago for biz / sales / marketing, Toronto or Cambridge UK for tech",,101-500 FTE,HomeX.com/careers,6-10,X,X,,X,X,X,X,,,,,,,,,,,,,,,X,X,,,,,,X,,,,,,X,X,,,X,,,,
281,BINDHQ,www.bindhq.com,Enterprise Technology,BindHQ is an ERP for Modern Insurance Companies,US/Texas,Remote (post COVID-19),Seed,11-50 FTE,https://bindhq.com/company,6-10,,X,X,X,X,X,,X,,X,,,X,,,,,X,,,,,,,,,X,,,,X,,,,,,,,X,,,,
282,Cesium,https://cesium.com/,Enterprise Technology,"Cesium is a geospatial platform for creating 3D applications that are fast, flexible, and based on real-world geospatial data. Our tools help you understand your 3D data and use it to gather insights and make better decisions.",US/Pennsylvania,At HQ (as listed above),Series A,11-50 FTE,https://cesium.com/careers/,6-10,,X,X,,,X,X,X,X,X,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,
283,Gravity Sketch,gravitysketch.com,Enterprise Technology,Allowing people to communicate in 3D!,"United Kingdom, The","Remote (post COVID-19), At HQ (as listed above)",Seed,11-50 FTE,gravitysketch.com/careers,6-10,X,X,X,,X,,X,,X,X,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,X,,,,,
284,Policygenius,https://www.policygenius.com/,Other,"Policygenius is America's leading online insurance marketplace. Our mission is to help people get insurance right by making it easy for them to understand their options, compare quotes, and buy a policy, all in one place. Since 2014, we've placed placed $45 billion in coverage and helped over 100,000 families get the financial protection they need.",US/New York,"At HQ (as listed above), Durham, NC",Series D,101-500 FTE,https://www.policygenius.com/careers/,20+,,X,X,X,X,X,X,X,,X,,,X,,,,,X,,,,X,X,,X,X,X,,,X,,,,X,,X,,X,X,X,X,,
285,Kitchen to Kitchen (operating company of Material),kitchentokitchen.com,Consumer Technology,A New Kind of Restaurant Group,US/New York,At HQ (as listed above),Seed,1-10 FTE,https://www.linkedin.com/feed/update/urn:li:activity:6653336869306200064,1-5,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,
286,Swing Therapeutics,https://www.swingtherapeutics.com/,Healthcare,"Swing is an early-stage, venture-backed digital therapeutics company creating the next generation of safe and effective digital therapeutics for people with chronic conditions.",US/California,At HQ (as listed above),Series A,1-10 FTE,https://www.swingtherapeutics.com/join-us,1-5,,X,X,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
287,Beyond Identity,beyondidentity.com,Enterprise Technology,"Our mission is to empower the next generation of secure digital business. By eliminating passwords and creating a fundamentally secure Chain of Trust™, our customers are able to increase business velocity, implement new business models, and reduce operating costs.",US/New York,At HQ (as listed above),Series A,11-50 FTE,https://www.linkedin.com/company/beyond-identity-inc/jobs/,6-10,,X,,,X,,X,X,X,X,X,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
288,AC Health,http://www.ac-health.com,Healthcare,AC Health delivers personalized video exercises recorded by physical therapists to each patient in channels hosted on our app (AC Health on App Store/Google Play),US/New York,Remote (post COVID-19),Pre-Seed,1-10 FTE,https://angel.co/l/2s8Mo8,1-5,X,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Lucid Motors,lucidmotors.com,Other,We are a luxury mobility company reimagining what a car can be.,US/California,At HQ (as listed above),,501+ FTE,lucidmotors.com/careers,20+,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,
290,Rimeto,www.rimeto.com,Enterprise Technology,"Rimeto’s mission is to help people collaborate at work. We’re a high-growth, well-funded startup based in San Francisco bringing world-class productivity tools to globally-recognized organizations, including Fortune 1000 companies.",US/California,At HQ (as listed above),Series A,11-50 FTE,https://jobs.lever.co/rimeto,6-10,,X,X,X,,X,X,X,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,X,,
291,Workstream,www.workstream.us,Enterprise Technology,,US/California,"Remote (post COVID-19), At HQ (as listed above)",,11-50 FTE,http://got.work/workstream?referer_source=layoffs_fyi,1-5,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
292,Medely Inc.,https://medely.com/,Healthcare,Our on-demand healthcare staffing platform provides the easiest way to book per diem jobs and multi-week assignments.,US/California,At HQ (as listed above),Series B,51-100 FTE,https://medely.com/careers#grnhse_app,11-20,,X,,X,,X,X,X,X,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,
293,Passport Shipping,https://passportshipping.com/,Enterprise Technology,"Passport is a modern international shipping carrier blending logistics, technology and great customer support",US/California,At HQ (as listed above),Seed,11-50 FTE,https://passport.applytojob.com/apply,1-5,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,
294,Nomad Health,www.nomadhealth.com,Healthcare,Online marketplace for clinicians to find jobs,US/New York,"Remote (post COVID-19), At HQ (as listed above)",Series C,51-100 FTE,https://jobs.lever.co/nomadhealth,11-20,,X,,X,X,X,X,X,X,X,,,,,,,,,,,,X,,,X,,,,X,,,,,,,,,,,,X,,
295,CircleCI,www.circleci.com,Enterprise Technology,"CircleCI is the world’s largest shared continuous integration and continuous delivery (CI/CD) platform, and the central hub where the world’s code moves from idea to delivery. CircleCI is a globally distributed company, operating 24/7 to serve our global customer base.",US/California,"Remote (post COVID-19), At HQ (as listed above)",Series E+,101-500 FTE,https://boards.greenhouse.io/circleci,20+,,X,X,X,X,X,X,,X,,,,X,,,,,X,,X,,,X,,,,X,,,X,,,,X,,,,X,X,,X,,
296,Good Dog,gooddog.com,Consumer Technology,"Best friends made here. Connect directly with good breeders, shelters and rescues to find the dog of your dreams.",US/New York,At HQ (as listed above),Series A,11-50 FTE,https://angel.co/company/gooddog/jobs,1-5,,,X,X,X,X,,,,,,,,,,,,X,,,,,,,,X,X,,X,,,,,,X,,,,,,X,,
297,Freenome,https://www.freenome.com/,Healthcare,"At Freenome, we’re connecting people with next-generation blood tests for early cancer detection powered by our multiomics platform.",US/California,At HQ (as listed above),Series B,101-500 FTE,https://www.freenome.com/careers,20+,,X,,,,X,X,,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,
298,Cesium,Cesium.com,Enterprise Technology,Cesium is a complete platform for 3D geospatial data—handling everything from optimization to visualization to analytics.,US/Pennsylvania,At HQ (as listed above),Series A,11-50 FTE,cesium.com/careers,6-10,,X,X,,,X,,X,X,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,
299,Tovala,www.tovala.com,Consumer Technology,The meal service for insanely busy people. We pair a smart oven with a fresh meal subscription that can cook automatically at the scan of a barcode.,US/Illinois,Chicago,Series B,11-50 FTE,www.tovala.com/careers,11-20,X,X,X,X,X,X,,,X,X,,,,,,,,,,,X,X,,,,,X,,,,,,,,X,,X,,,,X,,
300,Tailwind,tailwindapp.com,Consumer Technology,"We help small businesses with Instagram and Pinterest marketing, but our goal is bigger: To make world-class marketing easy for everyone.",US/Oklahoma,"Remote (post COVID-19), At HQ (as listed above), New York City",Series B,51-100 FTE,https://www.tailwindapp.com/careers#job-listings,1-5,,X,X,,X,,,,,X,X,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,
301,Mighty,https://www.mighty.com/,Enterprise Technology,Mighty is on a mission to help millions of injured plaintiffs get a better deal from the civil justice system,US/New York,"Remote (post COVID-19), At HQ (as listed above), Atlanta, GA",Series A,11-50 FTE,https://jobs.lever.co/mighty,6-10,,,X,X,X,X,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,X,,X,,,,,X,,
302,Ladder,withladder.com,Consumer Technology,We help job seekers attend 3-14 week classes to obtain licenses that nearly guarantee employment. We finance their tuition and place them with employers immediately upon completion.,US/California,"Remote (post COVID-19), At HQ (as listed above)",Seed,1-10 FTE,https://withladder.com/company/jobs,1-5,,X,,X,X,,X,,,X,,,,,,,,,,,,,,,,,X,,,,,X,,,,,X,,,,,,
303,ShipMonk,https://www.shipmonk.com/,Enterprise Technology,,US/Florida,"Remote (post COVID-19), At HQ (as listed above)",Series A,101-500 FTE,https://www.shipmonk.com/careers,11-20,,,,X,X,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,
304,Crunchbase,https://about.crunchbase.com/about-us/careers/,Consumer Technology,Crunchbase is used by over 55M professionals to learn about companies and find opportunities.,US/California,At HQ (as listed above),Series C,101-500 FTE,https://about.crunchbase.com/about-us/careers/,20+,,X,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Unqork,http://unqork.com/,Enterprise Technology,"Unqork is a no-code application platform that helps large enterprises build complex custom software faster, with higher quality, and lower costs than conventional approaches.",US/New York,At HQ (as listed above),Series B,101-500 FTE,https://boards.greenhouse.io/unqork?hsCtaTracking=9cb2a964-4cdc-402f-8464-b165ab26c753%7C5f3f087b-ff9c-4016-9dca-e73c2662de00,20+,X,X,X,X,X,X,X,X,X,X,,X,X,X,,,,X,,X,,,,,,X,X,,X,X,X,X,X,X,,,,X,,X,X,,
306,"Hakuna Services, Inc",https://www.trashwarrior.com/,Enterprise Technology,On demand waste management for business,US/California,At HQ (as listed above),Seed,1-10 FTE,https://angel.co/company/trash-warrior/jobs,1-5,,X,,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
307,Qualia,www.qualia.com,Enterprise Technology,"Qualia is the fastest growing real estate closing platform in the US. It's designed to transform the residential and commercial closing process into a simple, secure, and seamless experience for everyone involved.",US/California,At HQ (as listed above),Series C,101-500 FTE,https://www.qualia.com/jobs/,11-20,,X,X,,,X,X,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,
308,Informed.IQ,informed.iq,Enterprise Technology,"We help banks automate the verification of income, assets, identity, residence, and insurance when originating loans.",US/California,At HQ (as listed above),,1-10 FTE,https://informed.iq/careers,6-10,,X,,X,,X,X,,X,X,,,X,X,,,,,,,,,,,X,,X,,,,,,,,,,,,,X,X,,X
309,Torch,torch3pl.com,Enterprise Technology,The digital short haul 3PL,US/Illinois,At HQ (as listed above),Pre-Seed,1-10 FTE,,1-5,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Tumbi tyres,tumbityres.com.au,Other,Mobile tyres & tyre shop,Australia,At HQ (as listed above),,11-50 FTE,Mechanic/ wheel aligner/ tyre fitter,1-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Lattice,https://lattice.com,,Lattice makes performance management software for forward-thinking organizations. We’re a SF-based startup serving hundreds of customers around the world.,US/California,"At HQ (as listed above), New York, NY",Series C,101-500 FTE,https://lattice.com/careers,6-10,,X,X,X,,X,X,X,,X,,,,,,,,X,X,,,,,,,,X,,,,,,,,,,,,,,X,,
312,Bubbles,https://usebubbles.com,Enterprise Technology,Bubbles lets you drop comments on top of any app and invite your teammates to collaborate in-context. It's the new way of working remotely.,US/California,At HQ (as listed above),Pre-Seed,1-10 FTE,https://usebubbles.com/dev,1-5,,X,X,,X,,X,X,,X,,,,,,,,X,,,X,,,,,,,,,,,,,,X,,X,,,,,,
313,Argonaut Manufacturing Services,www.argonautms.com,Healthcare,Life sciences and biopharma contract manufacturing. Argonaut supports products directly related to COVID-19 relief efforts.,US/California,At HQ (as listed above),,,https://www.argonautms.com/jobs/,20+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,LifeWork,https://www.lifeworkonline.com,Enterprise Technology,The operating system for freelancers,Fully Remote (not only during COVID-19),Remote (post COVID-19),Pre-Seed,1-10 FTE,https://angel.co/company/lifework-1/jobs/785589-head-of-marketing,1-5,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
315,dMetrics,dmetrics.com,Enterprise Technology,"No code platform for building, training, and deploying ML pipelines to extract insights from text",US/New York,At HQ (as listed above),Seed,11-50 FTE,https://dmetrics.com/careers,1-5,,X,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Framework,https://frame.work,Consumer Technology,"We're fixing consumer electronics. We know consumer electronics can be better for you and for the environment. Unlike most products, ours are open for you to repair and upgrade.",US/California,"Remote (post COVID-19), At HQ (as listed above)",Pre-Seed,1-10 FTE,https://jobs.lever.co/framework,1-5,X,X,,X,,,X,X,X,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Diffbot,www.diffbot.com,Enterprise Technology,We're on a mission to make the most comprehensive database of all the knowledge from the web.,US/California,"Remote (post COVID-19), At HQ (as listed above)",Series A,11-50 FTE,www.diffbot.com/company/careers,20+,,X,,,X,,X,,X,X,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,
318,Unum ID,https://unumid.org/,Enterprise Technology,"At Unum ID, we’re building one identity online for each human offline. We provide “sharified” identity: shared, verified identity. Our software links many verifications about a user into one identity that’s shared across companies. This makes knowing who’s who online easy, inexpensive, and secure.",US/California,At HQ (as listed above),Seed,1-10 FTE,https://unumid.recruitee.com/,1-5,,X,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,"Stedi, Inc.",www.stedi.com,Enterprise Technology,Structured B2B Communications and EDI,Fully Remote (not only during COVID-19),Remote (post COVID-19),Series A,11-50 FTE,https://jobs.lever.co/stedi/1a0ef611-4627-4dc6-b500-def70ea9c9d1,1-5,,X,X,,,,X,X,X,X,,,X,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,
320,Careers.Desi,https://www.careers.desi,Consumer Technology,We are helping people find jobs.,US/New York,"Remote (post COVID-19), At HQ (as listed above)",Pre-Seed,1-10 FTE,https://www.careers.desi,1-5,X,X,X,X,X,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,
321,Juniper Square,https://www.junipersquare.com/,Enterprise Technology,The system of record for ownership of private assets.,US/California,"At HQ (as listed above), Austin, TX",Series C,101-500 FTE,https://www.junipersquare.com/careers,20+,,X,X,X,X,X,X,X,X,X,,X,,,,,,X,,X,,X,X,,,,,,X,,X,,,,X,X,,,X,,X,,
322,"Emerald Valley Web Design, LLC",https://emeraldvalleydesign.com,Consumer Technology,"We are a team of highly experienced Web Designer and Developers, SEO Marketers, Writers, and Graphic Designer professionals who love partnering with good people and businesses to help them achieve online success. We’re focused on honing our craft and bringing everything we have to the table for our clients. We create custom, fully functional, and mobile friendly websites focused on converting your users into customers. Each of us loves what we do and we feel that spirit helps translate into the quality of our work. Working with clients who love their work combines into a fun, wonderful partnership for everyone involved.",US/Oregon,Remote (post COVID-19),Seed,1-10 FTE,https://www.indeedjobs.com/emerald-valley-web-design/,6-10,,X,X,X,X,,X,X,X,,,,,,,,,X,,,,X,,,X,,,X,X,X,X,X,X,X,,,X,,,,,,
323,Tyk,tyk.io,Enterprise Technology,API Management Platform,Fully Remote (not only during COVID-19),Remote (post COVID-19),Series A,51-100 FTE,https://tyk.io/current-vacancies/,1-5,,X,X,,X,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,
324,Stel Life Inc.,www.stel.life,Healthcare,Stel makes a cellular vitals hub to simplify home monitoring for patients and monitoring. Please reach out if you are passionate about the future of IOT and medTech.,US/Pennsylvania,"At HQ (as listed above), Can be remote if necessary",Seed,1-10 FTE,,1-5,,X,X,,,,,,X,,,,,X,X,,X,,,X,X,,,,,,,,,,,,,,,,,,,,,,
325,Freedom Financial Network,https://jobs.freedomfinancialnetwork.com/jobs,Other,"""Our goal was to help people overcome debt, so they could achieve financial freedom. Today, we’re helping them enjoy freedom in more ways than ever, with proven solutions for debt settlement, mortgage shopping, personal loans, and more"".",US/California,At HQ (as listed above),,501+ FTE,https://jobs.freedomfinancialnetwork.com/jobs,20+,,X,X,X,X,X,X,X,X,X,,X,,,,,,X,,,,,,,,X,,,X,,,X,,,,X,,,X,X,X,,
326,DearDoc,getdeardoc.com,Healthcare,Medical Digital Marketing,US/New York,"Remote (post COVID-19), At HQ (as listed above)",,51-100 FTE,https://forms.gle/BJjDa99471smSCzH8,1-5,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,X,,,,,,,,,
327,Casebook PBC,https://www.casebook.net/,Enterprise Technology,Build something that matters: We build tools to help frontline workers in social services help the most vulnerable members of society.,US/New York,"Remote (post COVID-19), At HQ (as listed above)",Series A,11-50 FTE,https://www.casebook.net/jobs,1-5,,X,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,
328,Forethought,https://www.forethought.ai/,Enterprise Technology,"We're building AI-driven user experiences that embed information into employee workflows, starting with our AI solution for customer support agents: Agatha.",US/California,At HQ (as listed above),Series A,,https://jobs.lever.co/forethought/,6-10,,X,,X,X,X,,X,,,,,,,,,,,,,,,,,X,,,,,X,X,,,,,,,,,,X,,
329,Polarr Inc,www.polarr.co,Consumer Technology,B2C Photography Software/Social Network and B2B AI licensing.,US/California,At HQ (as listed above),Series A,11-50 FTE,https://jobs.lever.co/polarr,6-10,,X,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
330,Flatfile,https://flatfile.io/,Enterprise Technology,"At Flatfile, we’re creating beautiful, human-centric experiences to remove the barriers between people and data. We’re automating every repetitive and painstaking process involved in teaching machines what data is and where it should go.",Fully Remote (not only during COVID-19),Remote (post COVID-19),Seed,11-50 FTE,https://flatfile.io/about/#careers,6-10,,X,X,,X,X,,,,X,,X,,,,,,X,,,,,,,,,,,,X,X,,,X,X,X,,,,X,,,
331,MagicBus,,,We're a mission driven company working to make vanpooling simple for everyone and take cars off the road.,Fully Remote (not only during COVID-19),Remote (post COVID-19),Series A,1-10 FTE,https://www.workatastartup.com/directory/990,1-5,,X,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,X,,
332,Almanac,https://askalmanac.com/,Consumer Technology,"Our mission is to make knowledge social, and we've curated thousands of user-generated templates and tactical docs built into our collaborative document editor so you don't have to start from scratch. It's like Github for docs.",US/California,"Remote (post COVID-19), At HQ (as listed above)",Seed,11-50 FTE,https://askalmanac.com/careers,6-10,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
333,AppOmni,appomni.com,Enterprise Technology,"AppOmni empowers organizations to easily secure, manage, and monitor applications in the public cloud. AppOmni deeply understands and integrates with SaaS applications and cloud platforms, and operates on the authorization and data-access layers.",US/California,"Remote (post COVID-19), At HQ (as listed above), Hiring in our San Francisco HQ, Carbondale, CO office, and for full remote",Series A,11-50 FTE,https://angel.co/company/appomni/jobs,1-5,,X,,,X,,X,X,X,X,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
334,Demand IQ,demand-iq.com,Enterprise Technology,We make it possible for renewable energy companies to sell solar products to consumers 100% online!,US/Colorado,Remote (post COVID-19),Seed,1-10 FTE,demand-iq.com/careers,1-5,X,X,X,X,X,,X,X,X,X,,,,,,,,X,,,,X,,,,,,,,,,,,,,X,,,,,,,
335,Teleport,https://teleport.us,Consumer Technology,Live video dating events,Fully Remote (not only during COVID-19),"Remote (post COVID-19), At HQ (as listed above)",Seed,1-10 FTE,https://angel.co/company/firstdate/jobs/765960-senior-front-end-react-js-developer,1-5,X,X,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,LetsEndorse Development,www.letsendorse.com,Other,"LetsEndorse, a social enterprise, is backed by Social Alpha, a Tata Trust initiative and are an ever-expanding ecosystem of 500+ powerful social innovations from across the globe, 2000+ accredited NGO partners across India, several corporations, and Governments. We exist to take the most befitting social innovations to the grassroots, solve the problems of communities irreversibly and ensure the highest social return for every rupee invested. Our pan-India project portfolio comprises of 350+ successful interventions across the UN SDGs",India,"Remote (post COVID-19), At HQ (as listed above)",Seed,11-50 FTE,"Multiple roles. Tech, BD, Content, Strategy, Operations. Reach out to us with your resume and SOP at support@letsendorse.com",6-10,X,X,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,X,X,,X,X,,,,,,X,X,,X,,X,X,
337,"Ocular Technologies, Inc.",http://oculartechnologies.io,Healthcare,Hardware-enabled telemedicine platform powered by machine vision to transform patient access to quality and timely eye care,US/Massachusetts,"Remote (post COVID-19), At HQ (as listed above)",Pre-Seed,1-10 FTE,https://oculartechnologies.io/join-us/,1-5,X,X,,X,,X,X,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,X,X,,
338,"Qbrics, Inc",https://www.qbrics.com,Enterprise Technology,Enterprise blockchain platform.,US/Colorado,"Remote (post COVID-19), Bangalore, India",Seed,1-10 FTE,https://angel.co/qbrics/recruiting/listings,1-5,X,,X,,X,,,,,,,,,,,,,X,X,X,,,,,,,,,X,,,X,,,,,X,,,,,,
339,Prokit,https://theprokit.com/,Consumer Technology,"Prokit is a new platform for athletes where you can find inspiration, learn from pros, and plan your next adventure (think LinkedIn for athletes). We are founded by two long-time Facebook and Instagram product, growth and business leads. Our bootstrapped MVP is gaining momentum and we are now looking to build a more custom front-end, bring on our first technical lead and build the Prokit mobile app. Ideal for someone in-between positions and able to make a leap mostly for equity.",US/California,"Remote (post COVID-19), At HQ (as listed above)",Pre-Seed,1-10 FTE,,1-5,X,X,X,,,,X,X,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
340,Pyka Inc.,www.flypyka.com,Other,"At Pyka we develop autonomous electric aircraft to provide people with an affordable and compelling alternative to ground transit. We make hyper-short takeoff and landing autonomous electric aircraft. Today, we’re using our aircraft to protect crops with fully automated aerial sprays in order to obtain the flight hours, technical readiness, and scale required for human transportation.",US/California,At HQ (as listed above),Seed,11-50 FTE,https://boards.greenhouse.io/pyka/jobs/4004555003,1-5,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,kickit,https://letskickit.app,Consumer Technology,Reinventing social media in a way that fosters authentic connection,US/New York,"Remote (post COVID-19), At HQ (as listed above)",Seed,1-10 FTE,,1-5,,X,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
342,CoveredBySage,CoveredBySage.com,Other,"SAGE is a technology-driven insurance brokerage that combines cutting-edge tech and modern consumerism with oldfashioned human-touch. By providing consumer-facing technology, modern branding and best-in class support and
 service. We are reinventing insurance distribution one agent at a time. Sage is backed by founders of Acorns, Udemy,
 Tinder etc",US/New York,Remote/ Gurugon/Kathmandu,Seed,51-100 FTE,https://www.linkedin.com/company/covered-by-sage/jobs/,6-10,X,X,X,X,,X,,X,,X,X,X,X,,,,,,X,X,,X,,,,,,,,,,,,,,,,,,X,,,
343,101edu,101edu.co,Other,101edu develops a next-generation active learning platform that fosters student engagement in STEM courses,US/New York,At HQ (as listed above),Seed,11-50 FTE,https://angel.co/company/101/jobs?role=Software%20Engineer,1-5,,X,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
